x,y
-122.552422,38.349605
-122.0952,37.358933
-122.065072,37.004742
-122.256583,37.807163
-122.063957,36.997929
-122.564697,37.965691
-122.564697,37.9657
-122.069114,36.996075
-122.095198,37.35893
-122.17478,37.432
-124.070564,40.870597
-122.25833,37.807572
-122.052003,36.99802
-122.513992,38.397492
-122.131342,37.053078
-122.255465,37.80733
-122.069257,36.996033
-122.506736,38.400769
-122.000945,36.97217
-121.906394,36.986465
-122.145705,37.802892
-122.542415,38.06471
-122.064678,36.998289
-122.129608,37.049539
-122.0573,36.995563
-122.571948,37.892778
-121.906455,36.986488
-121.78093,36.241097
-122.548988,37.905188
-122.572608,37.957847
-122.148636,37.806042
-122.063308,37.039364
-121.906152,36.986431
-122.5728,37.893078
-122.051505,37.013945
-122.575378,37.897117
-122.059513,36.998481
-122.06251,36.999443
-122.053192,36.998342
-122.059975,37.03515
-122.063164,37.000039
-122.295594,37.399383
-121.951921,37.086677
-122.548988,37.905188
-122.530594,38.341061
-122.06014,37.000055
-122.05722,36.995897
-122.723137,38.454845
-122.723166,38.454914
-122.000186,37.076025
-122.057349,36.995633
-122.009792,36.965317
-122.061508,36.999845
-122.057159,36.995868
-122.618203,38.007519
-122.364753,37.437228
-122.598083,37.949428
-122.058435,36.990532
-122.47747,37.736042
-122.174599,37.811859
-122.000814,37.181819
-122.316963,37.467387
-122.542633,37.930797
-122.160583,37.812155
-121.913847,36.457613
-121.717828,36.986058
-122.54232,37.930253
-122.289138,37.442642
-122.16175,37.814595
-121.975808,37.097936
-122.001208,37.18205
-123.757457,39.342374
-121.71705,36.995955
-122.055567,36.997157
-122.316995,37.46778
-122.161605,37.814383
-122.600481,38.419724
-122.744522,38.438431
-124.021614,41.367867
-122.581118,37.89702
-122.581118,37.89702
-121.739303,38.33564
-122.854737,38.517983
-123.008981,38.538397
-121.939589,37.284592
-122.573212,37.893265
-122.153114,37.807647
-122.218304,37.183869
-122.085702,37.06177
-121.909417,37.007989
-124.031642,41.371201
-124.019675,41.305008
-124.021478,41.306555
-122.962739,38.374797
-122.621575,38.440044
-123.335237,38.580588
-122.962106,38.374692
-123.33735,38.594442
-123.015053,38.685392
-123.014964,38.493156
-123.013141,38.466186
-122.855973,38.517908
-122.963672,38.374473
-122.586135,38.412667
-122.676448,38.338632
-122.963713,38.374907
-122.577926,37.895869
-122.575425,37.898205
-122.554829,37.969183
-122.668246,38.04271
-122.06254,36.999171
-122.264287,37.87071
-122.103852,37.716352
-122.253495,37.833196
-122.159109,37.826326
-122.159354,37.825932
-122.206158,37.825868
-122.259675,37.870241
-122.135003,37.820975
-122.149978,37.819922
-122.318818,37.951233
-122.177773,37.807896
-122.269888,37.912503
-122.123342,37.882797
-122.113292,37.923766
-122.138553,37.680827
-122.227172,37.843413
-122.476445,37.576595
-122.278267,37.472968
-124.013694,41.373633
-122.028625,36.97765
-122.062339,36.999005
-122.062807,36.998275
-122.156867,37.811762
-121.937072,36.593253
-124.144787,40.774763
-124.146774,40.774498
-122.156778,37.811747
-124.131516,41.778294
-122.173722,37.419932
-124.02275,41.364167
-122.497903,38.003886
-122.145936,37.803997
-122.076928,37.020022
-122.257651,37.841939
-122.508059,38.647153
-124.144787,40.774763
-122.414169,37.61491
-124.012758,41.374988
-122.368857,37.437062
-124.077308,40.865621
-122.192259,37.455074
-123.967575,40.416942
-124.06592,40.870251
-124.028041,41.290373
-122.059508,37.036029
-121.773971,36.248864
-122.230215,37.831373
-122.598744,38.603241
-122.158128,37.808992
-122.106353,37.066608
-122.191283,37.36422
-121.924049,36.989883
-124.063736,40.875542
-122.192235,37.454907
-121.955185,36.974785
-121.934745,36.591
-124.139579,40.765473
-121.671348,36.17053
-122.145911,37.803988
-122.058237,37.042361
-122.192231,37.454857
-122.063003,36.99358
-124.145508,40.77523
-124.031662,41.405209
-122.064955,37.234703
-124.144787,40.774763
-122.297787,37.196641
-122.174836,37.811881
-122.163979,37.814357
-122.26555,37.909663
-122.56474,37.9654
-121.4962,36.017672
-122.719703,38.455003
-122.264642,37.292706
-124.090139,40.871817
-122.273826,37.328682
-122.060652,37.011783
-122.574395,37.89422
-122.036636,37.017578
-122.05313,37.026895
-122.509178,38.375828
-122.392325,37.594528
-122.247274,37.295937
-122.334817,37.351945
-122.261761,37.295295
-121.812378,36.513595
-122.199167,37.280242
